case;throughput [sim_y/day];cpl_comm_sec [sec];total_time_sec [sec];total_corehours [hr];hours_per_simmonth [hr]
sps4ext_199311_006;0,23;435,999;31872,900;2974,7760;8,6956
sps4ext_199311_006;0,33;115,578;22413,511;2091,9024;6,0606
sps4ext_199311_006;0,25;394,480;29943,369;2794,7136;8,0000
sps4ext_199311_006;0,33;107,524;20547,000;1917,7200;6,0606
sps4ext_199311_006;0,32;143,521;23489,559;2192,3328;6,2500
sps4ext_199311_006;0,20;618,958;38298,900;3574,5360;10,0000
sps4ext_199311_006;0,35;9,510;2580,774;240,8448;5,7142
sps4ext_199311_006;0,29;223,616;25700,879;2398,7376;6,8965
sps4ext_199311_006;0,23;432,911;31378,177;2928,6096;8,6956
sps4ext_199311_007;0,28;249,195;26904,870;2511,0960;7,1428
sps4ext_199311_007;0,23;522,009;32611,082;3043,6896;8,6956
sps4ext_199311_007;0,22;363,549;33908,980;3164,8176;9,0909
sps4ext_199311_007;0,34;98,814;20027,781;1869,2352;5,8823
sps4ext_199311_007;0,33;129,028;23212,566;2166,4944;6,0606
sps4ext_199311_007;0,20;609,954;36444,629;3401,4960;10,0000
sps4ext_199311_007;0,26;330,011;27681,815;2583,6048;7,6923
sps4ext_199311_007;0,25;356,887;28590,811;2668,4448;8,0000
sps4ext_199311_007;0,33;116,198;22732,761;2121,7056;6,0606
sps4ext_199311_007;0,31;184,555;24431,779;2280,2976;6,4516
sps4ext_199311_007;0,34;10,355;2637,619;246,1536;5,8823
sps4ext_199311_008;0,31;158,944;22118,630;2064,3840;6,4516
sps4ext_199311_008;0,24;408,650;30641,326;2859,8304;8,3333
sps4ext_199311_008;0,19;673,691;37912,392;3538,4832;10,5263
sps4ext_199311_008;0,31;138,284;24185,809;2257,3152;6,4516
sps4ext_199311_008;0,24;416,520;31214,081;2913,2880;8,3333
sps4ext_199311_008;0,30;196,116;24877,534;2321,8944;6,6666
sps4ext_199311_008;0,32;133,467;23526,556;2195,7936;6,2500
sps4ext_199311_008;0,32;137,520;22403,935;2091,0288;6,2500
sps4ext_199311_008;0,27;334,308;27301,920;2548,1568;7,4074
sps4ext_199311_008;0,26;299,782;28541,873;2663,8752;7,6923
sps4ext_199311_008;0,34;10,939;2618,365;244,3728;5,8823
sps4ext_199311_009;0,27;319,453;27049,676;2524,6032;7,4074
sps4ext_199311_009;0,34;103,571;22059,313;2058,8400;5,8823
sps4ext_199311_009;0,34;10,120;2646,496;246,9936;5,8823
sps4ext_199311_009;0,26;354,121;29270,729;2731,9152;7,6923
sps4ext_199311_009;0,25;371,501;29631,596;2765,5824;8,0000
sps4ext_199311_009;0,28;263,159;26061,397;2432,3712;7,1428
sps4ext_199311_009;0,32;144,989;21405,312;1997,8224;6,2500
sps4ext_199311_009;0,23;488,277;32767,867;3058,3056;8,6956
sps4ext_199311_009;0,29;213,423;25461,762;2376,4272;6,8965
sps4ext_199311_009;0,33;126,582;23110,954;2157,0192;6,0606
sps4ext_199311_009;0,26;326,679;28019,236;2615,1216;7,6923
sps4ext_199311_010;0,25;370,827;29752,004;2776,8384;8,0000
sps4ext_199311_010;0,27;289,073;26544,856;2477,4960;7,4074
sps4ext_199311_010;0,31;166,262;24607,927;2296,7280;6,4516
sps4ext_199311_010;0,33;110,938;20356,799;1899,9456;6,0606
sps4ext_199311_010;0,22;487,492;34551,784;3224,8272;9,0909
sps4ext_199311_010;0,24;411,191;31234,965;2915,2368;8,3333
sps4ext_199311_010;0,31;177,833;24289,560;2267,0256;6,4516
sps4ext_199311_010;0,34;10,754;2622,314;244,7424;5,8823
sps4ext_199311_010;0,21;527,410;34053,711;3178,3248;9,5238
sps4ext_199311_010;0,34;119,578;22364,823;2087,3664;5,8823
sps4ext_199311_010;0,32;163,617;22727,920;2121,2688;6,2500
sps4ext_199311_011;0,22;505,090;34002,549;3173,5536;9,0909
sps4ext_199311_011;0,31;161,907;23929,114;2233,3584;6,4516
sps4ext_199311_011;0,32;155,701;22674,601;2116,2960;6,2500
sps4ext_199311_011;0,29;244,452;26065,779;2432,7744;6,8965
sps4ext_199311_011;0,33;103,750;22511,284;2101,0416;6,0606
sps4ext_199311_011;0,30;166,436;23999,039;2239,8768;6,6666
sps4ext_199311_011;0,21;521,413;34292,942;3200,6688;9,5238
sps4ext_199311_011;0,35;9,733;2588,234;241,5504;5,7142
sps4ext_199311_011;0,23;434,908;32020,012;2988,5184;8,6956
sps4ext_199311_011;0,33;138,717;22942,184;2141,2608;6,0606
sps4ext_199311_011;0,34;89,827;20037,294;1870,1424;5,8823
sps4ext_199311_012;0,32;142,033;23308,040;2175,3984;6,2500
sps4ext_199311_012;0,27;325,316;27309,499;2548,8624;7,4074
sps4ext_199311_012;0,19;682,257;38656,971;3607,9680;10,5263
sps4ext_199311_012;0,27;217,190;27430,378;2560,1520;7,4074
sps4ext_199311_012;0,28;242,319;25488,958;2378,9472;7,1428
sps4ext_199311_012;0,21;521,725;33822,374;3156,7536;9,5238
sps4ext_199311_012;0,33;109,452;21828,465;2037,3024;6,0606
sps4ext_199311_012;0,22;516,675;33866,274;3160,8192;9,0909
sps4ext_199311_012;0,34;10,435;2639,669;246,3552;5,8823
sps4ext_199311_012;0,33;139,516;22809,328;2128,8624;6,0606
sps4ext_199311_012;0,34;100,340;20256,251;1890,5712;5,8823
sps4ext_199311_013;0,35;9,383;2555,911;238,5264;5,7142
sps4ext_199311_013;0,24;418,740;31386,108;2929,3488;8,3333
sps4ext_199311_013;0,20;438,573;35836,092;3344,6784;10,0000
sps4ext_199311_013;0,26;310,471;27564,614;2572,6848;7,6923
sps4ext_199311_013;0,34;101,981;20257,096;1890,6384;5,8823
sps4ext_199311_013;0,31;173,405;24636,170;2299,3488;6,4516
sps4ext_199311_013;0,30;192,228;24913,394;2325,2208;6,6666
sps4ext_199311_013;0,34;121,573;22321,428;2083,3008;5,8823
sps4ext_199311_013;0,33;115,467;21940,783;2047,7856;6,0606
sps4ext_199311_013;0,18;756,186;40962,330;3823,1424;11,1111
sps4ext_199311_013;0,28;276,122;26712,832;2493,1872;7,1428
sps4ext_199311_014;0,32;141,769;23528,786;2195,9952;6,2500
sps4ext_199311_014;0,26;308,330;27567,471;2572,9536;7,6923
sps4ext_199311_014;0,32;153,475;23611,403;2203,7232;6,2500
sps4ext_199311_014;0,33;109,042;22493,395;2099,3616;6,0606
sps4ext_199311_014;0,28;259,567;26915,347;2512,0704;7,1428
sps4ext_199311_014;0,27;274,050;26467,933;2470,3392;7,4074
sps4ext_199311_014;0,30;20,724;2909,389;271,5216;6,6666
sps4ext_199311_014;0,25;429,436;30467,844;2843,6352;8,0000
sps4ext_199311_014;0,33;113,810;20718,843;1933,7472;6,0606
sps4ext_199311_014;0,24;425,776;30316,083;2829,4896;8,3333
sps4ext_199311_014;0,20;584,145;37483,140;3498,3984;10,0000
sps4ext_199311_015;0,29;216,586;25770,561;2405,2224;6,8965
sps4ext_199311_015;0,33;108,033;21876,466;2041,7712;6,0606
sps4ext_199311_015;0,29;211,208;25457,569;2376,0240;6,8965
sps4ext_199311_015;0,22;519,153;32971,118;3077,2896;9,0909
sps4ext_199311_015;0,35;9,889;2564,421;239,3328;5,7142
sps4ext_199311_015;0,29;228,688;25709,357;2399,5104;6,8965
sps4ext_199311_015;0,29;222,770;25043,058;2337,3504;6,8965
sps4ext_199311_015;0,31;167,108;24525,904;2289,0672;6,4516
sps4ext_199311_015;0,20;618,214;37048,122;3457,8096;10,0000
sps4ext_199311_015;0,20;644,270;38021,393;3548,6304;10,0000
sps4ext_199311_015;0,34;102,571;20296,893;1894,3680;5,8823
sps4ext_199311_016;0,29;200,904;25577,781;2387,2464;6,8965
sps4ext_199311_016;0,32;140,201;21377,774;1995,2352;6,2500
sps4ext_199311_016;0,23;499,858;33051,639;3084,8160;8,6956
sps4ext_199311_016;0,32;153,735;22692,666;2117,9760;6,2500
sps4ext_199311_016;0,27;330,179;27825,918;2597,0784;7,4074
sps4ext_199311_016;0,35;10,338;2626,244;245,1120;5,7142
sps4ext_199311_016;0,32;141,931;23383,359;2182,4208;6,2500
sps4ext_199311_016;0,25;404,702;29581,954;2760,9792;8,0000
sps4ext_199311_016;0,27;264,588;26453,242;2468,9616;7,4074
sps4ext_199311_016;0,33;119,993;22676,399;2116,4304;6,0606
sps4ext_199311_016;0,33;108,440;22646,929;2113,7088;6,0606
sps4ext_199311_017;0,35;9,668;2569,820;239,8368;5,7142
sps4ext_199311_017;0,32;143,216;23155,191;2161,1184;6,2500
sps4ext_199311_017;0,27;319,746;28175,757;2629,7040;7,4074
sps4ext_199311_017;0,32;151,428;22900,035;2137,3296;6,2500
sps4ext_199311_017;0,22;476,212;34086,576;3181,3824;9,0909
sps4ext_199311_017;0,29;231,188;25208,343;2352,7728;6,8965
sps4ext_199311_017;0,34;110,696;22270,822;2078,5968;5,8823
sps4ext_199311_017;0,34;90,186;19933,781;1860,4656;5,8823
sps4ext_199311_017;0,18;690,214;40515,739;3781,4448;11,1111
sps4ext_199311_017;0,22;511,183;32635,508;3045,9744;9,0909
sps4ext_199311_017;0,28;236,562;26513,255;2474,5392;7,1428
sps4ext_199311_018;0,32;136,705;22526,603;2102,4528;6,2500
sps4ext_199311_018;0,31;193,601;24518,208;2288,3616;6,4516
sps4ext_199311_018;0,33;100,319;20467,394;1910,2608;6,0606
sps4ext_199311_018;0,25;369,205;29731,032;2774,8896;8,0000
sps4ext_199311_018;0,31;170,168;24222,753;2260,7760;6,4516
sps4ext_199311_018;0,25;326,252;28487,889;2658,8688;8,0000
sps4ext_199311_018;0,26;319,563;27877,739;2601,9168;7,6923
sps4ext_199311_018;0,27;262,859;27352,740;2552,8944;7,4074
sps4ext_199311_018;0,27;317,338;27962,145;2609,7792;7,4074
sps4ext_199311_018;0,19;629,301;38650,602;3607,3632;10,5263
sps4ext_199311_019;0,27;298,772;27528,813;2569,3248;7,4074
sps4ext_199311_019;0,35;9,970;2604,995;243,1296;5,7142
sps4ext_199311_019;0,33;116,204;22624,620;2111,6256;6,0606
sps4ext_199311_019;0,23;460,317;33134,806;3092,5776;8,6956
sps4ext_199311_019;0,34;89,035;19791,722;1847,2272;5,8823
sps4ext_199311_019;0,32;140,916;22718,203;2120,3616;6,2500
sps4ext_199311_019;0,29;219,273;24791,842;2313,8976;6,8965
sps4ext_199311_019;0,25;346,132;28734,175;2681,8512;8,0000
sps4ext_199311_019;0,18;750,022;41248,836;3849,8880;11,1111
sps4ext_199311_019;0,27;308,780;27447,993;2561,7984;7,4074
sps4ext_199311_019;0,33;139,520;23109,425;2156,8512;6,0606
sps4ext_199311_020;0,26;336,244;29009,796;2707,5552;7,6923
sps4ext_199311_020;0,31;160,793;23257,917;2170,7280;6,4516
sps4ext_199311_020;0,18;813,714;42323,886;3950,2176;11,1111
sps4ext_199311_020;0,21;527,090;34177,347;3189,8832;9,5238
sps4ext_199311_020;0,32;150,314;23407,751;2184,7056;6,2500
sps4ext_199311_020;0,31;179,171;24385,843;2275,9968;6,4516
sps4ext_199311_020;0,29;224,476;26196,518;2445,0048;6,8965
sps4ext_199311_020;0,23;471,720;32455,727;3029,1744;8,6956
sps4ext_199311_020;0,34;93,856;20252,443;1890,2016;5,8823
sps4ext_199311_020;0,35;9,546;2620,520;244,5744;5,7142
sps4ext_199311_020;0,33;133,568;22013,456;2054,5728;6,0606
sps4ext_199411_001;0,34;98,712;21609,808;2016,9072;5,8823
sps4ext_199411_001;0,32;145,487;23615,861;2204,1264;6,2500
sps4ext_199411_001;0,27;275,929;27555,412;2571,8112;7,4074
sps4ext_199411_001;0,31;179,494;23689,654;2211,0144;6,4516
sps4ext_199411_001;0,32;152,740;23458,216;2189,4096;6,2500
sps4ext_199411_001;0,34;87,677;19864,416;1853,9808;5,8823
sps4ext_199411_001;0,27;280,856;26734,116;2495,1696;7,4074
sps4ext_199411_001;0,33;114,741;22501,611;2100,1344;6,0606
sps4ext_199411_001;0,35;9,786;2588,293;241,5504;5,7142
sps4ext_199411_001;0,34;101,834;22106,860;2063,2752;5,8823
sps4ext_199411_001;0,34;98,724;21942,453;2047,9536;5,8823
sps4ext_199411_002;0,31;153,505;23254,031;2170,3584;6,4516
sps4ext_199411_002;0,34;93,432;20010,888;1867,6560;5,8823
sps4ext_199411_002;0,20;644,728;36739,092;3428,9808;10,0000
sps4ext_199411_002;0,22;523,112;34501,136;3220,0896;9,0909
sps4ext_199411_002;0,32;161,355;23515,790;2194,7856;6,2500
sps4ext_199411_002;0,35;9,679;2579,413;240,7440;5,7142
sps4ext_199411_002;0,20;606,301;37447,115;3495,0384;10,0000
sps4ext_199411_002;0,28;276,885;26305,367;2455,1520;7,1428
sps4ext_199411_002;0,32;148,926;23852,651;2226,2352;6,2500
sps4ext_199411_002;0,31;175,968;23997,710;2239,7760;6,4516
sps4ext_199411_002;0,21;619,952;35080,604;3274,1856;9,5238
sps4ext_199411_003;0,34;95,228;20087,689;1874,8464;5,8823
sps4ext_199411_003;0,31;158,564;23352,680;2179,5648;6,4516
sps4ext_199411_003;0,32;140,047;23136,841;2159,4384;6,2500
sps4ext_199411_003;0,21;532,278;33777,468;3152,5536;9,5238
sps4ext_199411_003;0,27;313,048;27704,141;2585,6880;7,4074
sps4ext_199411_003;0,29;239,122;26357,709;2460,0240;6,8965
sps4ext_199411_003;0,32;166,968;23756,586;2217,2640;6,2500
sps4ext_199411_003;0,25;351,782;29039,812;2710,3776;8,0000
sps4ext_199411_003;0,21;561,069;35337,478;3298,1424;9,5238
sps4ext_199411_003;0,35;9,444;2563,241;239,2320;5,7142
sps4ext_199411_003;0,22;571,154;34047,466;3177,7536;9,0909
sps4ext_199411_004;0,31;155,022;23172,741;2162,7648;6,4516
sps4ext_199411_004;0,31;180,602;24505,132;2287,1184;6,4516
sps4ext_199411_004;0,32;141,858;23281,044;2172,8784;6,2500
sps4ext_199411_004;0,35;9,850;2576,183;240,4416;5,7142
sps4ext_199411_004;0,30;228,252;25699,371;2398,6032;6,6666
sps4ext_199411_004;0,27;305,188;28006,819;2613,9456;7,4074
sps4ext_199411_004;0,27;287,259;27548,541;2571,1728;7,4074
sps4ext_199411_004;0,29;251,027;25227,650;2354,5536;6,8965
sps4ext_199411_004;0,21;565,801;33980,015;3171,4368;9,5238
sps4ext_199411_004;0,27;322,998;28012,724;2614,5168;7,4074
sps4ext_199411_004;0,34;93,387;20042,384;1870,6128;5,8823
sps4ext_199411_005;0,26;345,365;28250,402;2636,6928;7,6923
sps4ext_199411_005;0,31;155,687;23317,842;2176,3056;6,4516
sps4ext_199411_005;0,27;240,751;27927,794;2606,5872;7,4074
sps4ext_199411_005;0,30;233,031;25593,266;2388,6912;6,6666
sps4ext_199411_005;0,33;131,603;23108,996;2156,8176;6,0606
sps4ext_199411_005;0,18;807,484;41900,521;3910,7040;11,1111
sps4ext_199411_005;0,34;111,383;22291,608;2080,5456;5,8823
sps4ext_199411_005;0,24;400,327;31173,843;2909,5584;8,3333
sps4ext_199411_005;0,30;209,210;24598,201;2295,8208;6,6666
sps4ext_199411_005;0,34;90,668;20023,946;1868,8992;5,8823
sps4ext_199411_006;0,30;212,560;24338,953;2271,6288;6,6666
sps4ext_199411_006;0,24;500,016;31380,995;2928,8784;8,3333
sps4ext_199411_006;0,35;9,237;2582,847;241,0464;5,7142
sps4ext_199411_006;0,24;427,025;30100,264;2809,3296;8,3333
sps4ext_199411_006;0,33;117,396;22013,155;2054,5392;6,0606
sps4ext_199411_006;0,32;144,271;23762,212;2217,8016;6,2500
sps4ext_199411_006;0,33;135,233;23114,458;2157,3216;6,0606
sps4ext_199411_006;0,18;783,712;41163,168;3841,8912;11,1111
sps4ext_199411_006;0,33;126,986;23006,005;2147,2080;6,0606
sps4ext_199411_006;0,34;91,169;19872,982;1854,7872;5,8823
sps4ext_199411_006;0,26;308,881;28428,202;2653,2912;7,6923
sps4ext_199411_008;0,32;157,731;23070,960;2153,2896;6,2500
sps4ext_199411_008;0,23;467,858;32986,316;3078,7008;8,6956
sps4ext_199411_008;0,25;388,199;30689,873;2864,3664;8,0000
sps4ext_199411_008;0,30;205,532;25224,520;2354,2848;6,6666
sps4ext_199411_008;0,28;283,105;27011,863;2521,0752;7,1428
sps4ext_199411_008;0,33;121,567;22780,627;2126,1744;6,0606
sps4ext_199411_008;0,30;207,198;24461,831;2283,0864;6,6666
sps4ext_199411_008;0,34;97,886;21833,056;2037,7392;5,8823
sps4ext_199411_008;0,23;443,482;31520,436;2941,8816;8,6956
sps4ext_199411_009;0,20;600,988;36692,572;3424,6128;10,0000
sps4ext_199411_009;0,34;101,834;22456,578;2095,9344;5,8823
sps4ext_199411_009;0,29;255,577;26070,438;2433,2112;6,8965
sps4ext_199411_009;0,26;326,015;27590,393;2575,0704;7,6923
sps4ext_199411_009;0,35;9,390;2612,980;243,8688;5,7142
sps4ext_199411_009;0,22;491,509;33522,003;3128,6976;9,0909
sps4ext_199411_009;0,18;125,832;42364,893;3954,0480;11,1111
sps4ext_199411_009;0,31;179,941;23637,228;2206,1088;6,4516
sps4ext_199411_009;0,34;90,321;20116,212;1877,5008;5,8823
sps4ext_199411_009;0,28;283,798;27062,731;2525,8464;7,1428
sps4ext_199411_009;0,31;158,168;24102,382;2249,5536;6,4516
sps4ext_199411_010;0,27;246,707;27843,003;2598,6576;7,4074
sps4ext_199411_010;0,33;122,310;22685,543;2117,3040;6,0606
sps4ext_199411_010;0,24;424,192;30893,817;2883,4176;8,3333
sps4ext_199411_010;0,35;9,847;2594,702;242,1552;5,7142
sps4ext_199411_010;0,31;160,585;23302,378;2174,8608;6,4516
sps4ext_199411_010;0,34;99,816;20310,934;1895,6784;5,8823
sps4ext_199411_010;0,28;270,219;26732,399;2495,0016;7,1428
sps4ext_199411_010;0,20;728,702;37637,034;3512,7792;10,0000
sps4ext_199411_010;0,33;140,037;23019,905;2148,5184;6,0606
sps4ext_199411_010;0,28;235,353;25606,269;2389,9008;7,1428
sps4ext_199411_010;0,21;542,259;33702,034;3145,4976;9,5238
sps4ext_199411_011;0,34;9,595;2599,177;242,5584;5,8823
sps4ext_199411_011;0,29;228,734;26324,789;2456,9664;6,8965
sps4ext_199411_011;0,20;613,742;37315,103;3482,7408;10,0000
sps4ext_199411_011;0,30;191,077;24125,826;2251,7376;6,6666
sps4ext_199411_011;0,23;490,555;31929,727;2980,0848;8,6956
sps4ext_199411_011;0,33;116,486;22866,793;2134,2048;6,0606
sps4ext_199411_011;0,34;88,312;19815,040;1849,3776;5,8823
sps4ext_199411_011;0,26;352,135;29265,876;2731,4784;7,6923
sps4ext_199411_011;0,32;152,684;23474,415;2190,9216;6,2500
sps4ext_199411_011;0,31;174,754;24229,472;2261,4144;6,4516
sps4ext_199411_011;0,29;229,044;25226,725;2354,4864;6,8965
sps4ext_199411_011;0,25;351,169;29855,128;2786,4480;8,0000
sps4ext_199411_012;0,35;9,846;2587,640;241,4832;5,7142
sps4ext_199411_012;0,30;207,956;25153,043;2347,5984;6,6666
sps4ext_199411_012;0,33;114,565;22648,705;2113,8768;6,0606
sps4ext_199411_012;0,34;95,751;20242,116;1889,2608;5,8823
sps4ext_199411_012;0,31;159,018;23250,273;2170,0224;6,4516
sps4ext_199411_012;0,21;569,491;36080,237;3367,4592;9,5238
sps4ext_199411_012;0,26;303,922;27656,531;2581,2528;7,6923
sps4ext_199411_012;0,27;319,361;28060,767;2618,9856;7,4074
sps4ext_199411_012;0,33;136,610;23072,333;2153,3904;6,0606
sps4ext_199411_012;0,23;477,018;32380,449;3022,1520;8,6956
sps4ext_199411_012;0,23;528,198;32114,710;2997,3552;8,6956
sps4ext_199411_013;0,22;474,098;32466,289;3030,1824;9,0909
sps4ext_199411_013;0,21;574,050;35941,930;3354,5568;9,5238
sps4ext_199411_013;0,25;377,189;29993,019;2799,3168;8,0000
sps4ext_199411_013;0,34;98,240;20244,423;1889,4624;5,8823
sps4ext_199411_013;0,32;144,184;23434,297;2187,1920;6,2500
sps4ext_199411_013;0,28;241,663;26687,530;2490,8352;7,1428
sps4ext_199411_013;0,28;228,558;25963,277;2423,2320;7,1428
sps4ext_199411_013;0,30;199,445;24913,820;2325,2880;6,6666
sps4ext_199411_013;0,34;9,838;2604,527;243,0624;5,8823
sps4ext_199411_013;0,24;432,260;31203,327;2912,2800;8,3333
sps4ext_199411_013;0,33;107,810;21753,374;2030,3136;6,0606
sps4ext_199411_014;0,32;155,571;22975,118;2144,3184;6,2500
sps4ext_199411_014;0,28;293,645;27152,474;2534,2128;7,1428
sps4ext_199411_014;0,24;361,328;29736,334;2775,3600;8,3333
sps4ext_199411_014;0,35;88,964;19766,596;1844,8752;5,7142
sps4ext_199411_014;0,27;274,172;27587,234;2574,8016;7,4074
sps4ext_199411_014;0,35;9,889;2594,069;242,0880;5,7142
sps4ext_199411_014;0,23;505,340;32077,437;2993,8608;8,6956
sps4ext_199411_014;0,21;579,214;35601,905;3322,8384;9,5238
sps4ext_199411_014;0,34;111,179;22160,444;2068,2816;5,8823
sps4ext_199411_014;0,31;162,023;23865,108;2227,3776;6,4516
sps4ext_199411_014;0,25;381,430;30292,738;2827,3056;8,0000
sps4ext_199411_015;0,30;197,823;25085,721;2341,3152;6,6666
sps4ext_199411_015;0,35;9,964;2580,424;240,8112;5,7142
sps4ext_199411_015;0,33;121,197;22596,966;2109,0384;6,0606
sps4ext_199411_015;0,34;101,653;20279,398;1892,7216;5,8823
sps4ext_199411_015;0,23;476,362;30960,749;2889,6672;8,6956
sps4ext_199411_015;0,23;445,648;32511,202;3034,3488;8,6956
sps4ext_199411_015;0,19;761,630;40105,791;3743,1744;10,5263
sps4ext_199411_015;0,24;373,394;29564,533;2759,3328;8,3333
sps4ext_199411_015;0,34;108,118;21727,500;2027,8944;5,8823
sps4ext_199411_015;0,30;196,029;25177,222;2349,8496;6,6666
sps4ext_199411_015;0,27;312,031;27821,410;2596,6416;7,4074
sps4ext_199411_016;0,24;365,428;29696,040;2771,6304;8,3333
sps4ext_199411_016;0,24;431,559;30531,369;2849,5824;8,3333
sps4ext_199411_016;0,33;121,451;20881,695;1948,9344;6,0606
sps4ext_199411_016;0,19;789,612;39983,501;3731,7840;10,5263
sps4ext_199411_016;0,21;643,172;36203,335;3378,9504;9,5238
sps4ext_199411_016;0,30;194,249;24886,269;2322,7008;6,6666
sps4ext_199411_016;0,33;129,305;22776,249;2125,7712;6,0606
sps4ext_199411_016;0,25;384,105;30456,720;2842,6272;8,0000
sps4ext_199411_016;0,35;10,061;2585,221;241,2816;5,7142
sps4ext_199411_016;0,34;103,411;21160,796;1974,9744;5,8823
sps4ext_199411_016;0,32;158,238;23583,773;2201,1360;6,2500
sps4ext_199411_017;0,25;318,665;29495,245;2752,8816;8,0000
sps4ext_199411_017;0,33;127,858;20930,631;1953,5040;6,0606
sps4ext_199411_017;0,24;355,167;30051,001;2804,7600;8,3333
sps4ext_199411_017;0,32;16,550;2769,831;258,4848;6,2500
sps4ext_199411_017;0,17;177,541;43647,128;4073,7312;11,7647
sps4ext_199411_017;0,21;578,654;35915,574;3352,1040;9,5238
sps4ext_199411_017;0,34;100,264;22166,754;2068,8864;5,8823
sps4ext_199411_017;0,19;661,451;37326,458;3483,7824;10,5263
sps4ext_199411_017;0,25;442,782;30528,889;2849,3472;8,0000
sps4ext_199411_017;0,33;118,495;22752,658;2123,5536;6,0606
sps4ext_199411_017;0,24;413,791;30708,024;2866,0800;8,3333
sps4ext_199411_018;0,25;360,819;29680,891;2770,1856;8,0000
sps4ext_199411_018;0,26;321,047;27629,407;2578,7328;7,6923
sps4ext_199411_018;0,30;179,663;23960,999;2236,3488;6,6666
sps4ext_199411_018;0,32;154,346;23549,595;2197,9440;6,2500
sps4ext_199411_018;0,28;281,617;27274,726;2545,6368;7,1428
sps4ext_199411_018;0,34;110,446;22323,882;2083,5360;5,8823
sps4ext_199411_018;0,30;144,911;24223,837;2260,8768;6,6666
sps4ext_199411_018;0,35;9,851;2577,785;240,5760;5,7142
sps4ext_199411_018;0,27;296,862;28251,625;2636,7936;7,4074
sps4ext_199411_018;0,33;100,175;20347,608;1899,1056;6,0606
sps4ext_199411_018;0,27;294,908;27358,941;2553,4992;7,4074
sps4ext_199411_019;0,24;409,790;29742,283;2775,9312;8,3333
sps4ext_199411_019;0,35;9,482;2562,127;239,1312;5,7142
sps4ext_199411_019;0,32;141,162;23136,138;2159,3712;6,2500
sps4ext_199411_019;0,28;277,173;26968,723;2517,0768;7,1428
sps4ext_199411_019;0,23;474,316;32328,921;3017,3472;8,6956
sps4ext_199411_019;0,24;443,509;31453,434;2935,6320;8,3333
sps4ext_199411_019;0,34;91,818;20239,348;1888,9920;5,8823
sps4ext_199411_019;0,31;157,056;23376,502;2181,7824;6,4516
sps4ext_199411_019;0,33;139,053;23143,141;2160,0096;6,0606
sps4ext_199411_019;0,24;413,337;29720,847;2773,9152;8,3333
sps4ext_199411_019;0,25;344,421;29515,519;2754,7632;8,0000
sps4ext_199411_020;0,34;107,268;22140,693;2066,4336;5,8823
sps4ext_199411_020;0,23;468,466;32447,509;3028,4016;8,6956
sps4ext_199411_020;0,23;450,167;31268,529;2918,3952;8,6956
sps4ext_199411_020;0,32;148,141;23530,684;2196,1968;6,2500
sps4ext_199411_020;0,35;9,704;2579,689;240,7440;5,7142
sps4ext_199411_020;0,24;424,962;29870,792;2787,9264;8,3333
sps4ext_199411_020;0,34;91,669;19977,086;1864,4976;5,8823
sps4ext_199411_020;0,27;271,061;28062,640;2619,1536;7,4074
sps4ext_199411_020;0,23;434,160;31993,674;2986,0656;8,6956
sps4ext_199411_020;0,30;170,024;24357,332;2273,3424;6,6666
sps4ext_199411_020;0,28;306,949;27204,285;2539,0512;7,1428
sps4ext_200111_009;0,34;93,310;21572,493;2013,4128;5,8823
sps4ext_200111_009;0,34;10,110;2590,292;241,7520;5,8823
sps4ext_200111_009;0,34;100,684;21555,750;2011,8672;5,8823
sps4ext_200111_009;0,34;99,359;22098,176;2062,4688;5,8823
sps4ext_200111_009;0,34;98,019;21437,190;2000,7792;5,8823
sps4ext_200111_009;0,34;95,788;22140,821;2066,4672;5,8823
sps4ext_200111_009;0,34;101,800;22238,547;2075,5728;5,8823
sps4ext_200111_009;0,34;97,866;22129,800;2065,4256;5,8823
sps4ext_200111_009;0,34;103,375;22442,004;2094,5568;5,8823
sps4ext_200111_009;0,34;89,009;19836,654;1851,3936;5,8823
sps4ext_200111_009;0,34;103,248;22009,848;2054,2368;5,8823
sps4ext_200311_005;0,26;273,997;28932,405;2700,3312;7,6923
sps4ext_200311_005;0,34;105,389;22078,324;2060,6208;5,8823
sps4ext_200311_005;0,34;108,919;22327,581;2083,9056;5,8823
sps4ext_200311_005;0,35;9,602;2549,466;237,9216;5,7142
sps4ext_200311_005;0,34;97,984;21278,673;1985,9952;5,8823
sps4ext_200311_005;0,28;285,765;26303,177;2454,9504;7,1428
sps4ext_200311_005;0,32;143,842;23208,816;2166,1248;6,2500
sps4ext_200311_005;0,34;92,796;19909,157;1858,1808;5,8823
sps4ext_200311_005;0,33;117,621;22596,199;2108,9712;6,0606
sps4ext_200311_005;0,34;104,908;21681,282;2023,5600;5,8823
sps4ext_200311_005;0,35;99,444;21783,495;2033,1024;5,7142
sps4ext_200411_002;0,34;104,908;22261,471;2077,7232;5,8823
sps4ext_200411_002;0,34;9,869;2582,679;241,0464;5,8823
sps4ext_200411_002;0,34;85,449;19745,468;1842,8928;5,8823
sps4ext_200411_002;0,34;94,374;21252,085;1983,5088;5,8823
sps4ext_200411_002;0,34;104,920;22219,799;2073,8256;5,8823
sps4ext_200411_002;0,34;94,284;21270,836;1985,2560;5,8823
sps4ext_200411_002;0,34;97,206;21868,487;2041,0320;5,8823
sps4ext_200411_002;0,34;98,127;21909,136;2044,8288;5,8823
