case;throughput [sim_y/day];cpl_comm_sec [sec];total_time_sec [sec];total_corehours [hr];hours_per_simmonth [hr]
sps4_202605_001;0,24;394,155;30545,774;2850,9264;8,3333
sps4_202605_001;0,27;9,358;1720,473;160,5744;7,4074
sps4_202605_001;0,25;380,730;30522,530;2848,7424;8,0000
sps4_202605_001;0,24;400,969;30654,205;2861,0400;8,3333
sps4_202605_001;0,20;583,587;35537,641;3316,8240;10,0000
sps4_202605_001;0,21;595,094;36579,593;3414,0624;9,5238
sps4_202605_001;0,20;634,424;37263,370;3477,9024;10,0000
sps4_202605_002;0,24;397,014;30608,387;2856,7728;8,3333
sps4_202605_002;0,32;4,747;1493,740;139,4064;6,2500
sps4_202605_002;0,25;386,456;29567,830;2759,6352;8,0000
sps4_202605_002;0,32;133,847;23389,640;2183,0256;6,2500
sps4_202605_002;0,21;541,612;35461,356;3309,7008;9,5238
sps4_202605_002;0,22;471,915;33172,672;3096,1056;9,0909
sps4_202605_002;0,21;631,170;36537,780;3410,1648;9,5238
sps4_202605_003;0,17;801,696;43722,348;4080,7200;11,7647
sps4_202605_003;0,24;398,231;30459,334;2842,8624;8,3333
sps4_202605_003;0,25;354,471;29509,855;2754,2256;8,0000
sps4_202605_003;0,26;304,398;28618,259;2671,0320;7,6923
sps4_202605_003;0,24;14,891;1837,220;171,4608;8,3333
sps4_202605_003;0,26;340,303;29150,408;2720,6928;7,6923
sps4_202605_003;0,20;562,351;36770,530;3431,9040;10,0000
sps4_202605_004;0,29;7,181;1614,419;150,6624;6,8965
sps4_202605_004;0,27;295,567;27664,074;2581,9584;7,4074
sps4_202605_004;0,17;771,081;42560,267;3972,2592;11,7647
sps4_202605_004;0,25;375,755;30298,971;2827,8768;8,0000
sps4_202605_004;0,22;516,312;34753,441;3243,6432;9,0909
sps4_202605_004;0,19;653,626;38755,863;3617,2080;10,5263
sps4_202605_004;0,23;465,466;32326,665;3017,1456;8,6956
sps4_202605_005;0,17;824,537;43152,928;4027,5984;11,7647
sps4_202605_005;0,32;4,824;1542,772;143,9760;6,2500
sps4_202605_005;0,21;571,065;34606,752;3229,9344;9,5238
sps4_202605_005;0,23;472,651;32393,816;3023,3952;8,6956
sps4_202605_005;0,23;425,019;32833,877;3064,4880;8,6956
sps4_202605_005;0,18;823,544;42369,696;3954,4848;11,1111
sps4_202605_005;0,26;328,441;28888,386;2696,2320;7,6923
sps4_202605_006;0,30;202,846;25548,178;2384,4912;6,6666
sps4_202605_006;0,21;640,540;36121,402;3371,3232;9,5238
sps4_202605_006;0,24;456,728;31832,136;2970,9792;8,3333
sps4_202605_006;0,32;4,652;1532,964;143,0688;6,2500
sps4_202605_006;0,25;413,043;29258,555;2730,7728;8,0000
sps4_202605_006;0,27;299,152;28192,863;2631,3168;7,4074
sps4_202605_006;0,24;393,798;30849,542;2879,2848;8,3333
sps4_202605_007;0,26;327,176;28800,596;2688,0336;7,6923
sps4_202605_007;0,20;595,949;36980,361;3451,4928;10,0000
sps4_202605_007;0,22;16,527;1928,905;180,0288;9,0909
sps4_202605_007;0,23;433,532;32872,968;3068,1168;8,6956
sps4_202605_007;0,24;464,708;31519,199;2941,7808;8,3333
sps4_202605_007;0,27;309,542;28268,434;2638,3728;7,4074
sps4_202605_007;0,21;616,367;35322,516;3296,7648;9,5238
sps4_202605_008;0,20;617,264;36330,805;3390,8448;10,0000
sps4_202605_008;0,25;395,368;30621,463;2857,9824;8,0000
sps4_202605_008;0,20;602,355;37358,947;3486,8064;10,0000
sps4_202605_008;0,28;244,530;26629,066;2485,3584;7,1428
sps4_202605_008;0,21;565,225;34228,855;3194,6880;9,5238
sps4_202605_008;0,20;655,721;37198,946;3471,8880;10,0000
sps4_202605_008;0,28;8,956;1718,543;160,3728;7,1428
sps4_202605_009;0,18;719,890;40962,348;3823,1424;11,1111
sps4_202605_009;0,30;7,071;1587,583;148,1424;6,6666
sps4_202605_009;0,26;306,446;28581,797;2667,6048;7,6923
sps4_202605_009;0,24;433,265;31543,907;2944,0656;8,3333
sps4_202605_009;0,26;304,419;28637,941;2672,8464;7,6923
sps4_202605_009;0,18;693,921;40382,661;3769,0464;11,1111
sps4_202605_009;0,21;560,628;35342,761;3298,6464;9,5238
sps4_202605_010;0,18;723,829;40912,651;3818,5056;11,1111
sps4_202605_010;0,30;6,477;1601,024;149,4192;6,6666
sps4_202605_010;0,20;598,538;37913,889;3538,6176;10,0000
sps4_202605_010;0,24;386,176;30127,684;2811,9168;8,3333
sps4_202605_010;0,25;361,723;29802,539;2781,5424;8,0000
sps4_202605_010;0,18;693,380;40358,315;3766,7616;11,1111
sps4_202605_010;0,26;350,143;29454,795;2749,0848;7,6923
sps4_202605_011;0,26;312,543;28446,300;2654,9712;7,6923
sps4_202605_011;0,22;481,188;33099,183;3089,2512;9,0909
sps4_202605_011;0,24;13,262;1809,234;168,8400;8,3333
sps4_202605_011;0,23;459,195;32056,126;2991,8784;8,6956
sps4_202605_011;0,25;447,235;30300,783;2828,0448;8,0000
sps4_202605_011;0,17;748,203;42103,641;3929,6544;11,7647
sps4_202605_011;0,19;645,171;38498,757;3593,1840;10,5263
sps4_202605_012;0,22;534,942;34075,725;3180,3744;9,0909
sps4_202605_012;0,17;779,309;42887,981;4002,8688;11,7647
sps4_202605_012;0,24;423,875;30880,717;2882,1744;8,3333
sps4_202605_012;0,25;357,854;29667,047;2768,9088;8,0000
sps4_202605_012;0,22;538,275;33623,776;3138,2064;9,0909
sps4_202605_012;0,31;4,906;1561,639;145,7232;6,4516
sps4_202605_012;0,17;773,288;43007,244;4013,9904;11,7647
sps4_202605_013;0,22;487,459;34010,729;3174,3264;9,0909
sps4_202605_013;0,17;798,784;43766,738;4084,8864;11,7647
sps4_202605_013;0,32;4,824;1533,607;143,1360;6,2500
sps4_202605_013;0,21;540,515;34689,381;3237,6624;9,5238
sps4_202605_013;0,20;610,611;38161,954;3561,7680;10,0000
sps4_202605_013;0,18;731,626;41147,607;3840,4128;11,1111
sps4_202605_013;0,29;220,795;25951,075;2422,0896;6,8965
sps4_202605_014;0,18;759,775;41128,555;3838,6320;11,1111
sps4_202605_014;0,23;423,674;31422,799;2932,7760;8,6956
sps4_202605_014;0,18;689,779;40484,156;3778,4880;11,1111
sps4_202605_014;0,29;7,894;1639,238;152,9808;6,8965
sps4_202605_014;0,24;493,243;32074,758;2993,6256;8,3333
sps4_202605_014;0,28;273,899;26404,843;2464,4256;7,1428
sps4_202605_014;0,23;487,751;32077,465;2993,8944;8,6956
sps4_202605_015;0,20;605,558;37306,787;3481,9344;10,0000
sps4_202605_015;0,22;520,841;34243,555;3196,0320;9,0909
sps4_202605_015;0,25;362,445;29136,124;2719,3488;8,0000
sps4_202605_015;0,26;360,766;29038,598;2710,2432;7,6923
sps4_202605_015;0,20;17,646;2030,444;189,5040;10,0000
sps4_202605_015;0,21;560,591;34016,898;3174,8976;9,5238
sps4_202605_015;0,22;498,381;34186,539;3190,7232;9,0909
sps4_202605_016;0,22;502,847;33843,531;3158,7024;9,0909
sps4_202605_016;0,18;724,165;39780,094;3712,8000;11,1111
sps4_202605_016;0,27;323,937;28232,509;2635,0128;7,4074
sps4_202605_016;0,18;23,486;2156,248;201,2304;11,1111
sps4_202605_016;0,24;416,386;31009,541;2894,2032;8,3333
sps4_202605_016;0,27;296,939;27838,527;2598,2544;7,4074
sps4_202605_016;0,21;525,557;34368,163;3207,6912;9,5238
sps4_202605_017;0,21;542,401;35809,925;3342,2592;9,5238
sps4_202605_017;0,23;420,063;31134,123;2905,8288;8,6956
sps4_202605_017;0,20;572,034;36787,004;3433,4496;10,0000
sps4_202605_017;0,23;443,155;32779,990;3059,4480;8,6956
sps4_202605_017;0,30;7,009;1552,817;144,9168;6,6666
sps4_202605_017;0,24;396,000;31268,213;2918,3616;8,3333
sps4_202605_017;0,18;773,929;41205,993;3845,8896;11,1111
sps4_202605_018;0,24;389,301;30440,850;2841,1152;8,3333
sps4_202605_018;0,24;446,817;31123,588;2904,8544;8,3333
sps4_202605_018;0,21;562,803;35012,498;3267,8016;9,5238
sps4_202605_018;0,18;760,769;41181,122;3843,5712;11,1111
sps4_202605_018;0,28;9,337;1706,853;159,2976;7,1428
sps4_202605_018;0,25;335,771;29457,317;2749,3200;8,0000
sps4_202605_018;0,23;502,074;33152,864;3094,2576;8,6956
sps4_202605_019;0,20;592,955;36046,315;3364,3008;10,0000
sps4_202605_019;0,26;329,187;28861,253;2693,7120;7,6923
sps4_202605_019;0,18;24,742;2220,360;207,2112;11,1111
sps4_202605_019;0,20;677,863;37506,184;3500,5488;10,0000
sps4_202605_019;0,25;362,503;29795,672;2780,9040;8,0000
sps4_202605_019;0,24;412,082;30164,121;2815,3104;8,3333
sps4_202605_019;0,26;339,225;29152,902;2720,9280;7,6923
sps4_202605_020;0,18;768,137;40570,152;3786,5184;11,1111
sps4_202605_020;0,21;523,089;35761,839;3337,7568;9,5238
sps4_202605_020;0,26;329,747;28914,258;2698,6512;7,6923
sps4_202605_020;0,31;5,052;1524,843;142,2960;6,4516
sps4_202605_020;0,25;436,055;30654,436;2861,0736;8,0000
sps4_202605_020;0,17;801,725;43501,091;4060,0896;11,7647
sps4_202605_020;0,21;504,148;34333,306;3204,4320;9,5238
sps4_202605_021;0,24;463,659;32045,307;2990,8704;8,3333
sps4_202605_021;0,18;755,524;41590,444;3881,7744;11,1111
sps4_202605_021;0,32;5,302;1527,549;142,5648;6,2500
sps4_202605_021;0,25;332,419;29850,060;2785,9776;8,0000
sps4_202605_021;0,20;605,203;36205,458;3379,1520;10,0000
sps4_202605_021;0,19;638,301;37927,293;3539,8608;10,5263
sps4_202605_021;0,25;388,240;30687,748;2864,1648;8,0000
sps4_202605_022;0,22;546,770;34429,699;3213,4368;9,0909
sps4_202605_022;0,32;4,987;1515,046;141,3888;6,2500
sps4_202605_022;0,26;322,610;28141,765;2626,5456;7,6923
sps4_202605_022;0,17;862,913;43392,255;4049,9424;11,7647
sps4_202605_022;0,18;705,804;41398,983;3863,8992;11,1111
sps4_202605_022;0,23;456,028;32066,493;2992,8528;8,6956
sps4_202605_022;0,26;311,353;28738,611;2682,2544;7,6923
sps4_202605_023;0,22;490,724;34199,970;3191,9664;9,0909
sps4_202605_023;0,23;423,148;32031,286;2989,5600;8,6956
sps4_202605_023;0,24;454,183;32058,896;2992,1472;8,3333
sps4_202605_023;0,32;4,800;1514,077;141,2880;6,2500
sps4_202605_023;0,24;415,036;30789,123;2873,6400;8,3333
sps4_202605_023;0,22;517,757;33633,228;3139,0800;9,0909
sps4_202605_023;0,32;135,312;23751,578;2216,7936;6,2500
sps4_202605_024;0,29;7,017;1586,206;148,0416;6,8965
sps4_202605_024;0,24;416,621;31213,330;2913,2208;8,3333
sps4_202605_024;0,19;641,439;37468,623;3497,0544;10,5263
sps4_202605_024;0,19;657,439;39305,959;3668,5488;10,5263
sps4_202605_024;0,19;799,546;38811,881;3622,4160;10,5263
sps4_202605_024;0,25;369,041;30296,947;2827,7088;8,0000
sps4_202605_024;0,26;338,018;29375,684;2741,7264;7,6923
sps4_202605_025;0,21;508,339;36086,454;3368,0640;9,5238
sps4_202605_025;0,28;241,112;25906,115;2417,8896;7,1428
sps4_202605_025;0,25;383,795;30228,312;2821,2912;8,0000
sps4_202605_025;0,17;832,170;42293,820;3947,3952;11,7647
sps4_202605_025;0,32;4,673;1486,197;138,7008;6,2500
sps4_202605_025;0,23;513,595;33295,043;3107,5296;8,6956
sps4_202605_025;0,32;131,518;23484,562;2191,8624;6,2500
sps4_202605_026;0,20;582,162;35918,598;3352,3728;10,0000
sps4_202605_026;0,32;4,584;1496,932;139,7088;6,2500
sps4_202605_026;0,21;554,753;35474,973;3310,9776;9,5238
sps4_202605_026;0,20;608,405;37235,778;3475,3152;10,0000
sps4_202605_026;0,26;316,623;28604,854;2669,7552;7,6923
sps4_202605_026;0,26;306,891;28718,186;2680,3392;7,6923
sps4_202605_026;0,32;131,448;23669,829;2209,1664;6,2500
sps4_202605_027;0,26;332,012;29080,130;2714,1408;7,6923
sps4_202605_027;0,21;567,742;35472,208;3310,7088;9,5238
sps4_202605_027;0,25;362,484;28848,008;2692,4688;8,0000
sps4_202605_027;0,32;134,127;23936,751;2234,0640;6,2500
sps4_202605_027;0,23;453,162;31330,271;2924,1408;8,6956
sps4_202605_027;0,19;656,854;39247,869;3663,1056;10,5263
sps4_202605_027;0,32;4,966;1545,270;144,2112;6,2500
sps4_202605_028;0,20;701,706;38267,752;3571,6464;10,0000
sps4_202605_028;0,27;299,635;28093,589;2622,0432;7,4074
sps4_202605_028;0,21;555,737;34652,673;3234,2352;9,5238
sps4_202605_028;0,25;376,829;29911,556;2791,7232;8,0000
sps4_202605_028;0,23;426,645;32062,266;2992,4496;8,6956
sps4_202605_028;0,25;12,239;1826,825;170,4864;8,0000
sps4_202605_028;0,24;421,587;29942,703;2794,6464;8,3333
sps4_202605_029;0,19;696,752;39730,054;3708,1296;10,5263
sps4_202605_029;0,29;7,544;1630,798;152,1744;6,8965
sps4_202605_029;0,24;386,520;31264,213;2917,9920;8,3333
sps4_202605_029;0,23;482,605;32242,862;3009,3168;8,6956
sps4_202605_029;0,26;332,336;28834,714;2691,2256;7,6923
sps4_202605_029;0,22;485,463;32906,322;3071,2416;9,0909
sps4_202605_029;0,19;737,964;39543,471;3690,6912;10,5263
sps4_202605_030;0,25;382,492;30025,083;2802,3408;8,0000
sps4_202605_030;0,20;675,617;36918,959;3445,7472;10,0000
sps4_202605_030;0,32;4,889;1510,168;140,9184;6,2500
sps4_202605_030;0,26;310,621;27679,488;2583,4032;7,6923
sps4_202605_030;0,32;134,472;23608,510;2203,4544;6,2500
sps4_202605_030;0,23;499,795;32977,345;3077,8608;8,6956
sps4_202605_030;0,22;529,565;33869,364;3161,1216;9,0909
sps4_202605_031;0,18;682,192;40840,689;3811,7856;11,1111
sps4_202605_031;0,18;828,147;42772,935;3992,1168;11,1111
sps4_202605_031;0,20;589,382;37630,944;3512,2080;10,0000
sps4_202605_031;0,31;5,091;1568,929;146,4288;6,4516
sps4_202605_031;0,24;424,442;30835,063;2877,9072;8,3333
sps4_202605_031;0,19;606,327;37482,722;3498,3648;10,5263
sps4_202605_031;0,27;306,509;27961,823;2609,7456;7,4074
sps4_202605_032;0,18;760,128;40950,357;3822,0000;11,1111
sps4_202605_032;0,31;171,890;24087,616;2248,1760;6,4516
sps4_202605_032;0,26;348,573;29181,514;2723,5824;7,6923
sps4_202605_032;0,32;129,754;23507,704;2194,0464;6,2500
sps4_202605_032;0,31;5,182;1555,506;145,1520;6,4516
sps4_202605_032;0,19;639,475;38340,997;3578,4672;10,5263
sps4_202605_032;0,17;817,228;43314,350;4042,6512;11,7647
sps4_202605_033;0,20;572,283;36903,733;3444,3360;10,0000
sps4_202605_033;0,22;506,300;34723,142;3240,8208;9,0909
sps4_202605_033;0,22;498,743;34107,629;3183,3648;9,0909
sps4_202605_033;0,25;358,035;28906,456;2697,9120;8,0000
sps4_202605_033;0,25;384,949;29710,873;2773,0080;8,0000
sps4_202605_033;0,31;5,277;1557,649;145,3536;6,4516
sps4_202605_033;0,18;805,044;40448,207;3775,1616;11,1111
sps4_202605_034;0,19;695,594;40357,063;3766,6272;10,5263
sps4_202605_034;0,24;412,955;30849,137;2879,2512;8,3333
sps4_202605_034;0,23;478,869;32234,521;3008,5440;8,6956
sps4_202605_034;0,26;351,314;28978,674;2704,6656;7,6923
sps4_202605_034;0,23;437,981;32149,641;3000,6144;8,6956
sps4_202605_034;0,22;15,820;1888,943;176,2992;9,0909
sps4_202605_034;0,22;463,502;34650,400;3234,0336;9,0909
sps4_202605_035;0,18;835,436;40196,006;3751,6080;11,1111
sps4_202605_035;0,32;4,677;1543,152;144,0096;6,2500
sps4_202605_035;0,20;653,514;38056,564;3551,9232;10,0000
sps4_202605_035;0,24;377,869;31162,199;2908,4496;8,3333
sps4_202605_035;0,24;466,311;32030,812;2989,5264;8,3333
sps4_202605_035;0,19;679,459;40433,265;3773,7504;10,5263
sps4_202605_035;0,24;368,678;29842,440;2785,2720;8,3333
sps4_202605_036;0,22;512,949;34913,129;3258,5280;9,0909
sps4_202605_036;0,20;634,466;37050,986;3458,0784;10,0000
sps4_202605_036;0,26;322,871;28160,151;2628,2592;7,6923
sps4_202605_036;0,21;522,557;35243,520;3289,3728;9,5238
sps4_202605_036;0,23;443,010;31529,749;2942,7552;8,6956
sps4_202605_036;0,25;380,836;30472,735;2844,1056;8,0000
sps4_202605_036;0,24;12,636;1920,106;179,1888;8,3333
sps4_202605_037;0,27;9,651;1685,134;157,2480;7,4074
sps4_202605_037;0,27;302,908;28221,042;2633,9376;7,4074
sps4_202605_037;0,25;429,416;30465,402;2843,4336;8,0000
sps4_202605_037;0,18;753,879;40836,102;3811,3488;11,1111
sps4_202605_037;0,20;632,038;38001,627;3546,8160;10,0000
sps4_202605_037;0,23;435,968;31752,609;2963,5536;8,6956
sps4_202605_037;0,26;343,136;29359,102;2740,1808;7,6923
sps4_202605_038;0,22;465,330;32924,467;3072,9216;9,0909
sps4_202605_038;0,21;623,735;36081,521;3367,5936;9,5238
sps4_202605_038;0,24;380,351;30886,828;2882,7456;8,3333
sps4_202605_038;0,18;735,253;40207,975;3752,7168;11,1111
sps4_202605_038;0,24;406,506;31443,992;2934,7584;8,3333
sps4_202605_038;0,32;5,190;1552,901;144,9168;6,2500
sps4_202605_038;0,22;484,768;33783,256;3153,0912;9,0909
sps4_202605_039;0,22;482,502;33934,615;3167,2032;9,0909
sps4_202605_039;0,29;6,882;1594,644;148,8144;6,8965
sps4_202605_039;0,22;538,943;33884,864;3162,5664;9,0909
sps4_202605_039;0,19;657,436;39242,662;3662,6352;10,5263
sps4_202605_039;0,21;553,029;34940,766;3261,1152;9,5238
sps4_202605_039;0,23;475,387;31966,918;2983,5456;8,6956
sps4_202605_039;0,24;385,301;30850,452;2879,3520;8,3333
sps4_202605_040;0,25;372,705;30356,189;2833,2192;8,0000
sps4_202605_040;0,22;510,638;34274,562;3198,9552;9,0909
sps4_202605_040;0,27;284,534;27323,162;2550,1392;7,4074
sps4_202605_040;0,25;370,134;28893,637;2696,7360;8,0000
sps4_202605_040;0,32;134,043;23867,611;2227,6128;6,2500
sps4_202605_040;0,32;4,679;1469,098;137,0880;6,2500
sps4_202605_040;0,18;746,162;41581,913;3880,9680;11,1111
sps4_202605_041;0,26;373,482;29480,904;2751,5376;7,6923
sps4_202605_041;0,23;453,667;32694,835;3051,4848;8,6956
sps4_202605_041;0,24;417,688;30825,362;2877,0336;8,3333
sps4_202605_041;0,18;844,291;42236,070;3942,0192;11,1111
sps4_202605_041;0,17;856,905;42511,241;3967,6896;11,7647
sps4_202605_041;0,32;5,207;1545,909;144,2784;6,2500
sps4_202605_041;0,24;431,462;31775,403;2965,7040;8,3333
sps4_202605_042;0,24;411,274;31599,416;2949,2736;8,3333
sps4_202605_042;0,32;4,830;1543,691;144,0768;6,2500
sps4_202605_042;0,19;634,467;39486,367;3685,3824;10,5263
sps4_202605_042;0,27;306,444;28469,791;2657,1552;7,4074
sps4_202605_042;0,21;584,148;36346,111;3392,2896;9,5238
sps4_202605_042;0,23;461,602;31992,831;2985,9648;8,6956
sps4_202605_042;0,19;678,964;38833,633;3624,4656;10,5263
sps4_202605_043;0,20;661,761;37629,061;3512,0400;10,0000
sps4_202605_043;0,20;614,106;36694,679;3424,8144;10,0000
sps4_202605_043;0,25;407,186;28862,848;2693,8464;8,0000
sps4_202605_043;0,19;667,048;38733,087;3615,0576;10,5263
sps4_202605_043;0,30;211,486;25633,300;2392,4208;6,6666
sps4_202605_043;0,19;659,955;38619,929;3604,5072;10,5263
sps4_202605_043;0,32;4,728;1521,765;142,0272;6,2500
sps4_202605_044;0,20;608,169;37089,324;3461,6400;10,0000
sps4_202605_044;0,29;202,002;24996,007;2332,9488;6,8965
sps4_202605_044;0,32;4,934;1542,250;143,9424;6,2500
sps4_202605_044;0,24;398,377;31071,638;2900,0160;8,3333
sps4_202605_044;0,19;664,144;38608,569;3603,4656;10,5263
sps4_202605_044;0,33;131,190;23361,294;2180,3712;6,0606
sps4_202605_044;0,19;679,621;39083,820;3647,8176;10,5263
sps4_202605_045;0,25;11,220;1742,189;162,5904;8,0000
sps4_202605_045;0,24;403,572;31250,516;2916,6816;8,3333
sps4_202605_045;0,24;430,186;31006,930;2893,9680;8,3333
sps4_202605_045;0,24;429,269;31042,137;2897,2608;8,3333
sps4_202605_045;0,22;448,373;32690,990;3051,1488;9,0909
sps4_202605_045;0,24;381,574;30822,576;2876,7648;8,3333
sps4_202605_045;0,19;801,596;40311,798;3762,4272;10,5263
sps4_202605_046;0,24;416,453;31539,192;2943,6288;8,3333
sps4_202605_046;0,25;382,184;29885,246;2789,2704;8,0000
sps4_202605_046;0,19;686,179;40227,545;3754,5648;10,5263
sps4_202605_046;0,23;567,150;33269,230;3105,1104;8,6956
sps4_202605_046;0,31;5,707;1543,460;144,0432;6,4516
sps4_202605_046;0,26;342,039;28087,704;2621,5056;7,6923
sps4_202605_046;0,19;777,762;38202,265;3565,5312;10,5263
sps4_202605_047;0,18;758,678;40735,696;3801,9744;11,1111
sps4_202605_047;0,32;131,577;23390,943;2183,1264;6,2500
sps4_202605_047;0,32;4,616;1500,338;140,0112;6,2500
sps4_202605_047;0,25;395,411;30550,003;2851,3296;8,0000
sps4_202605_047;0,17;820,010;43009,756;4014,2256;11,7647
sps4_202605_047;0,19;662,265;39624,802;3698,2848;10,5263
sps4_202605_047;0,26;306,703;28100,298;2622,6816;7,6923
sps4_202605_048;0,19;697,298;37633,675;3512,4432;10,5263
sps4_202605_048;0,19;668,142;39636,702;3699,3936;10,5263
sps4_202605_048;0,33;114,841;23091,069;2155,1376;6,0606
sps4_202605_048;0,17;843,459;43202,205;4032,2016;11,7647
sps4_202605_048;0,24;427,158;31658,202;2954,7504;8,3333
sps4_202605_048;0,19;657,576;38123,368;3558,1728;10,5263
sps4_202605_048;0,32;4,596;1525,623;142,3632;6,2500
sps4_202605_049;0,23;467,985;33154,572;3094,4256;8,6956
sps4_202605_049;0,23;476,128;32033,631;2989,7952;8,6956
sps4_202605_049;0,18;805,825;41358,189;3860,0688;11,1111
sps4_202605_049;0,22;489,675;34035,296;3176,6112;9,0909
sps4_202605_049;0,23;503,095;33363,933;3113,9472;8,6956
sps4_202605_049;0,32;5,091;1520,064;141,8592;6,2500
sps4_202605_049;0,23;425,050;31915,842;2978,8080;8,6956
sps4_202605_050;0,28;272,983;27084,947;2527,8960;7,1428
sps4_202605_050;0,26;333,801;29201,005;2725,3968;7,6923
sps4_202605_050;0,24;393,138;31059,958;2898,9072;8,3333
sps4_202605_050;0,20;628,900;38343,746;3578,7360;10,0000
sps4_202605_050;0,17;762,708;42591,988;3975,2496;11,7647
sps4_202605_050;0,20;590,841;35908,612;3351,4656;10,0000
sps4_202605_050;0,32;4,799;1549,807;144,6480;6,2500
sps4_202605_051;0,24;418,297;31887,105;2976,1200;8,3333
sps4_202605_051;0,31;5,405;1581,818;147,6048;6,4516
sps4_202605_051;0,23;450,898;32387,465;3022,8240;8,6956
sps4_202605_051;0,25;386,463;30393,457;2836,7136;8,0000
sps4_202605_051;0,17;825,576;42162,626;3935,1648;11,7647
sps4_202605_051;0,21;520,772;34824,986;3250,3296;9,5238
sps4_202605_051;0,24;415,768;30977,132;2891,1792;8,3333
sps4_202605_052;0,24;462,799;31519,023;2941,7472;8,3333
sps4_202605_052;0,21;599,762;36624,975;3418,3296;9,5238
sps4_202605_052;0,24;415,884;30608,415;2856,7728;8,3333
sps4_202605_052;0,19;616,608;37416,820;3492,2160;10,5263
sps4_202605_052;0,32;4,500;1531,134;142,9008;6,2500
sps4_202605_052;0,28;245,081;26699,951;2491,9776;7,1428
sps4_202605_052;0,17;727,518;42869,016;4001,0880;11,7647
sps4_202605_053;0,29;227,330;26217,278;2446,9200;6,8965
sps4_202605_053;0,19;614,753;38573,197;3600,1392;10,5263
sps4_202605_053;0,32;4,737;1537,661;143,5056;6,2500
sps4_202605_053;0,20;651,195;36623,862;3418,1952;10,0000
sps4_202605_053;0,20;585,971;37170,814;3469,2672;10,0000
sps4_202605_053;0,24;410,354;30908,822;2884,7952;8,3333
sps4_202605_053;0,18;736,922;42623,495;3978,1728;11,1111
sps4_202605_054;0,22;550,328;33869,058;3161,0880;9,0909
sps4_202605_054;0,18;816,572;42026,101;3922,4304;11,1111
sps4_202605_054;0,28;288,314;27463,213;2563,2096;7,1428
sps4_202605_054;0,25;348,051;29603,438;2762,9616;8,0000
sps4_202605_054;0,21;581,328;35358,538;3300,1248;9,5238
sps4_202605_054;0,21;507,919;34610,875;3230,3376;9,5238
sps4_202605_054;0,32;5,259;1568,809;146,3952;6,2500
sps4_202606_001;0,26;339,352;28187,890;2630,8464;7,6923
sps4_202606_001;0,22;514,910;35019,160;3268,4400;9,0909
sps4_202606_001;0,18;674,164;39806,706;3715,2864;11,1111
sps4_202606_001;0,20;35,130;3250,878;303,4080;10,0000
sps4_202606_001;0,21;520,021;35208,821;3286,1472;9,5238
sps4_202606_001;0,22;467,020;34154,855;3187,7664;9,0909
sps4_202606_001;0,25;346,792;29042,696;2710,6464;8,0000
sps4_202606_002;0,23;460,750;31959,334;2982,8400;8,6956
sps4_202606_002;0,29;16,701;3530,527;329,5152;6,8965
sps4_202606_002;0,22;441,510;32742,055;3055,9200;9,0909
sps4_202606_002;0,24;384,956;30771,303;2871,9600;8,3333
sps4_202606_002;0,23;462,160;32157,831;3001,3872;8,6956
sps4_202606_002;0,24;414,943;31860,344;2973,6000;8,3333
sps4_202606_002;0,25;363,860;30302,896;2828,2464;8,0000
sps4_202606_003;0,25;362,426;29846,138;2785,6080;8,0000
sps4_202606_003;0,19;811,646;40557,429;3785,3424;10,5263
sps4_202606_003;0,20;40,190;3992,197;372,5904;10,0000
sps4_202606_003;0,27;294,818;27185,404;2537,3040;7,4074
sps4_202606_003;0,23;463,709;32598,534;3042,5136;8,6956
sps4_202606_003;0,21;543,811;35183,647;3283,7952;9,5238
sps4_202606_003;0,26;365,574;27990,322;2612,4000;7,6923
sps4_202606_004;0,18;776,877;41561,186;3879,0192;11,1111
sps4_202606_004;0,20;602,224;37760,395;3524,2704;10,0000
sps4_202606_004;0,29;213,756;26307,247;2455,3200;6,8965
sps4_202606_004;0,32;9,099;2243,323;209,3616;6,2500
sps4_202606_004;0,17;864,826;43197,434;4031,7312;11,7647
sps4_202606_004;0,22;449,026;32244,042;3009,4176;9,0909
sps4_202606_004;0,19;680,943;39479,126;3684,7104;10,5263
sps4_202606_005;0,20;624,699;38063,101;3552,5280;10,0000
sps4_202606_005;0,17;812,917;43261,703;4037,7456;11,7647
sps4_202606_005;0,26;20,071;2659,391;248,2032;7,6923
sps4_202606_005;0,24;417,139;31014,269;2894,6400;8,3333
sps4_202606_005;0,24;415,513;31917,103;2978,9088;8,3333
sps4_202606_005;0,25;336,938;28748,465;2683,1616;8,0000
sps4_202606_005;0,20;455,973;35432,888;3307,0464;10,0000
sps4_202606_006;0,27;278,825;27887,788;2602,8576;7,4074
sps4_202606_006;0,17;866,491;43193,643;4031,3952;11,7647
sps4_202606_006;0,19;607,495;38492,051;3592,5792;10,5263
sps4_202606_006;0,19;717,715;39040,071;3643,7184;10,5263
sps4_202606_006;0,32;9,126;2325,748;217,0560;6,2500
sps4_202606_006;0,21;503,062;33740,002;3149,0592;9,5238
sps4_202606_006;0,32;128,015;22602,361;2109,5424;6,2500
sps4_202606_007;0,17;823,311;43539,365;4063,6512;11,7647
sps4_202606_007;0,29;221,381;25533,065;2383,0800;6,8965
sps4_202606_007;0,26;353,096;32290,497;3013,7520;7,6923
sps4_202606_007;0,24;373,100;30059,399;2805,5328;8,3333
